movie_id,iso_639_1,name,english_name
10610,en,English,English
1091181,fr,Français,French
457943,en,English,English
457943,la,Latin,Latin
9334,en,English,English
9334,de,Deutsch,German
9334,it,Italiano,Italian
9334,th,ภาษาไทย,Thai
1250,en,English,English
602211,en,English,English
2698,en,English,English
9954,en,English,English
456740,ru,Pусский,Russian
456740,tr,Türkçe,Turkish
456740,de,Deutsch,German
456740,en,English,English
16300,en,English,English
74461,en,English,English
13025,en,English,English
9697,zh,普通话,Mandarin
9697,en,English,English
9697,es,Español,Spanish
421792,en,English,English
6589,en,English,English
47327,en,English,English
475430,en,English,English
23047,la,Latin,Latin
23047,en,English,English
282035,en,English,English
282035,ar,العربية,Arabic
68737,en,English,English
1735,en,English,English
1735,zh,普通话,Mandarin
1735,sa,,Sanskrit
46441,en,English,English
11817,en,English,English
11817,bo,བོད་སྐད་།,Tibetan
11817,pa,ਪੰਜਾਬੀ,Punjabi
11817,de,Deutsch,German
10546,en,English,English
1499,en,English,English
7840,en,English,English
7840,pt,Português,Portuguese
9067,en,English,English
19585,en,English,English
11618,en,English,English
63207,it,Italiano,Italian
63207,fr,Français,French
63207,en,English,English
63207,es,Español,Spanish
23023,en,English,English
76757,en,English,English
76757,ru,Pусский,Russian
414,en,English,English
2274,en,English,English
530081,en,English,English
10336,en,English,English
420808,en,English,English
10658,en,English,English
426285,ja,日本語,Japanese
10992,it,Italiano,Italian
10992,en,English,English
888,en,English,English
9626,en,English,English
11469,en,English,English
43074,en,English,English
38319,en,English,English
10808,en,English,English
37430,en,English,English
634492,en,English,English
10588,en,English,English
9480,en,English,English
9480,it,Italiano,Italian
9480,el,ελληνικά,Greek
11597,en,English,English
9651,cs,Český,Czech
9651,en,English,English
2395,fr,Français,French
2395,pt,Português,Portuguese
38745,en,English,English
39691,en,English,English
592831,ru,Pусский,Russian
592831,la,Latin,Latin
592831,en,English,English
592831,es,Español,Spanish
302349,de,Deutsch,German
302349,en,English,English
1087822,en,English,English
2486,en,English,English
18843,en,English,English
9722,en,English,English
9722,es,Español,Spanish
12158,en,English,English
5393,en,English,English
407451,en,English,English
