movie_id,title,release_date,rating,popularity,release_year,genres,category,decade
129,Spirited Away,2001-07-20,8.5,30.4319,2001.0,"Animation, Family, Fantasy",Fairy Tale,2000
497,The Green Mile,1999-12-10,8.5,27.8367,1999.0,"Fantasy, Drama, Crime",Fantasy Epic,1990
122,The Lord of the Rings: The Return of the King,2003-12-17,8.5,33.4367,2003.0,"Adventure, Fantasy, Action",Sword and Sorcery,2000
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,8.4,33.9804,2001.0,"Adventure, Fantasy, Action",Sword and Sorcery,2000
40096,A Dog's Will,2000-09-15,8.4,5.9552,2000.0,"Comedy, Drama, Fantasy, Romance",Fantasy Epic,2000
121,The Lord of the Rings: The Two Towers,2002-12-18,8.4,25.8225,2002.0,"Adventure, Fantasy, Action",Sword and Sorcery,2000
4935,Howl's Moving Castle,2004-09-09,8.4,23.9173,2004.0,"Fantasy, Animation, Adventure",Fantasy Epic,2000
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,8.3,29.6382,2025.0,"Animation, Action, Romance, Fantasy",Sword and Sorcery,2020
128,Princess Mononoke,1997-07-12,8.3,15.5974,1997.0,"Adventure, Fantasy, Animation",Fantasy Epic,1990
620249,The Legend of Hei,2019-08-27,8.3,8.6008,2019.0,"Animation, Fantasy, Action",Sword and Sorcery,2010
533514,Violet Evergarden: The Movie,2020-09-18,8.3,8.2958,2020.0,"Animation, Drama, Fantasy, Romance",Fantasy Epic,2020
1585,It's a Wonderful Life,1946-12-20,8.3,13.3956,1946.0,"Drama, Family, Fantasy",Fantasy Epic,1940
1139087,Once Upon a Studio,2023-09-24,8.3,8.5187,2023.0,"Animation, Family, Fantasy, Drama, Comedy",Fairy Tale,2020
18491,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,8.3,10.5768,1997.0,"Animation, Sci-Fi, Drama, Fantasy",Fantasy Epic,1990
572154,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,8.3,6.7352,2019.0,"Animation, Romance, Drama, Fantasy",Fantasy Epic,2010
92321,Hotarubi no Mori e,2011-09-17,8.3,0.0073,2011.0,"Romance, Animation, Fantasy",Fantasy Epic,2010
110420,Wolf Children,2012-07-21,8.2,5.7797,2012.0,"Animation, Family, Drama, Fantasy",Fairy Tale,2010
618344,Justice League Dark: Apokolips War,2020-05-05,8.2,8.3707,2020.0,"Animation, Action, Adventure, Fantasy",Sword and Sorcery,2020
315162,Puss in Boots: The Last Wish,2022-12-07,8.2,19.7036,2022.0,"Animation, Adventure, Fantasy, Comedy, Family",Fairy Tale,2020
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,8.2,10.934,2020.0,"Animation, Action, Fantasy",Sword and Sorcery,2020
441130,Wolfwalkers,2020-10-26,8.2,12.3605,2020.0,"Animation, Family, Adventure, Fantasy",Fairy Tale,2020
537061,Steven Universe: The Movie,2019-10-07,8.2,4.2559,2019.0,"Animation, Family, Adventure, Fantasy",Fairy Tale,2010
490,The Seventh Seal,1957-02-16,8.2,5.5328,1957.0,"Fantasy, Drama",Fantasy Epic,1950
476292,Maquia: When the Promised Flower Blooms,2018-02-24,8.2,5.2535,2018.0,"Animation, Fantasy, Drama",Fantasy Epic,2010
592350,My Hero Academia: Heroes Rising,2019-12-20,8.1,6.2527,2019.0,"Animation, Action, Fantasy, Adventure",Sword and Sorcery,2010
980477,Ne Zha 2,2025-01-29,8.1,24.4864,2025.0,"Animation, Fantasy, Adventure",Fantasy Epic,2020
810693,Jujutsu Kaisen 0,2021-12-24,8.1,14.3492,2021.0,"Animation, Action, Fantasy",Sword and Sorcery,2020
149871,The Tale of The Princess Kaguya,2013-11-23,8.1,5.8256,2013.0,"Animation, Drama, Fantasy",Fantasy Epic,2010
508442,Soul,2020-12-25,8.1,14.536,2020.0,"Animation, Family, Drama, Fantasy",Fairy Tale,2020
791373,Zack Snyder's Justice League,2021-03-18,8.1,14.7682,2021.0,"Action, Adventure, Fantasy",Sword and Sorcery,2020
823219,Flow,2024-08-29,8.1,16.3215,2024.0,"Animation, Adventure, Fantasy, Family",Fairy Tale,2020
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,8.1,8.1236,2020.0,"Animation, Action, Fantasy",Sword and Sorcery,2020
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,8.1,22.8262,2011.0,"Adventure, Fantasy",Fantasy Epic,2010
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,8.1,3.9957,2019.0,"Drama, Fantasy, Animation",Fantasy Epic,2010
8392,My Neighbor Totoro,1988-04-16,8.1,14.7405,1988.0,"Fantasy, Animation, Family",Fairy Tale,1980
663558,New Gods: Nezha Reborn,2021-02-06,8.1,4.9982,2021.0,"Animation, Fantasy, Action",Sword and Sorcery,2020
640344,Me Against You: Mr. S's Vendetta,2020-01-17,8.1,1.0506,2020.0,"Family, Fantasy",Fantasy Epic,2020
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,8.0,5.2534,2019.0,"Animation, Adventure, Comedy, Fantasy",Fantasy Epic,2010
518068,Along with the Gods: The Last 49 Days,2018-08-01,8.0,5.7149,2018.0,"Action, Adventure, Fantasy, Thriller",Dark Fantasy,2010
638507,How to Train Your Dragon: Homecoming,2019-12-03,8.0,8.0358,2019.0,"Animation, Fantasy, Adventure, Family",Fairy Tale,2010
397567,Along with the Gods: The Two Worlds,2017-12-20,8.0,7.3015,2017.0,"Action, Adventure, Drama, Fantasy, Thriller",Dark Fantasy,2010
803796,KPop Demon Hunters,2025-06-20,8.0,43.8176,2025.0,"Fantasy, Comedy, Animation",Fantasy Epic,2020
555604,Guillermo del Toro's Pinocchio,2022-11-09,8.0,8.0222,2022.0,"Animation, Fantasy, Adventure, Drama",Fantasy Epic,2020
14696,Ugetsu,1953-03-26,8.0,2.9606,1953.0,"Fantasy, Drama",Fantasy Epic,1950
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,8.0,22.8558,2004.0,"Adventure, Fantasy",Fantasy Epic,2000
110416,Song of the Sea,2014-06-23,8.0,4.9139,2014.0,"Family, Animation, Fantasy",Fairy Tale,2010
140420,Paperman,2012-11-02,8.0,2.0768,2012.0,"Animation, Family, Romance, Comedy, Fantasy",Fairy Tale,2010
568160,Weathering with You,2019-07-19,8.0,7.9503,2019.0,"Animation, Drama, Fantasy, Romance",Fantasy Epic,2010
10515,Castle in the Sky,1986-08-02,8.0,7.9602,1986.0,"Adventure, Fantasy, Animation, Action, Family",Fairy Tale,1980
81,Nausicaä of the Valley of the Wind,1984-03-11,7.9,8.2734,1984.0,"Adventure, Animation, Fantasy",Fantasy Epic,1980
29264,The Exterminating Angel,1962-05-16,7.9,1.8289,1962.0,"Comedy, Drama, Fantasy",Fantasy Epic,1960
726684,Miraculous World: Shanghai - The Legend of Ladydragon,2021-05-15,7.9,2.9228,2021.0,"Animation, Fantasy, Action",Sword and Sorcery,2020
1087192,How to Train Your Dragon,2025-06-06,7.9,27.0754,2025.0,"Fantasy, Family, Action, Adventure",Fantasy Epic,2020
315465,The Boy and the Beast,2015-07-11,7.9,5.5426,2015.0,"Action, Adventure, Animation, Drama, Family, Fantasy",Fairy Tale,2010
122906,About Time,2013-09-04,7.9,10.545,2013.0,"Drama, Romance, Fantasy",Fantasy Epic,2010
14836,Coraline,2009-02-05,7.9,33.7858,2009.0,"Animation, Family, Fantasy",Fairy Tale,2000
671,Harry Potter and the Philosopher's Stone,2001-11-16,7.9,31.8187,2001.0,"Adventure, Fantasy",Fantasy Epic,2000
615453,Ne Zha,2019-07-26,7.9,8.8429,2019.0,"Animation, Fantasy, Adventure",Fantasy Epic,2010
916224,Suzume,2022-11-11,7.9,8.2204,2022.0,"Animation, Drama, Adventure, Fantasy",Fantasy Epic,2020
183011,Justice League: The Flashpoint Paradox,2013-07-30,7.9,7.1761,2013.0,"Animation, Sci-Fi, Action, Adventure, Fantasy",Sword and Sorcery,2010
667520,A Whisker Away,2020-06-18,7.9,5.0389,2020.0,"Animation, Drama, Romance, Fantasy",Fantasy Epic,2020
505262,My Hero Academia: Two Heroes,2018-08-03,7.9,5.8266,2018.0,"Animation, Action, Adventure, Fantasy",Sword and Sorcery,2010
961323,Nimona,2023-06-23,7.9,7.5847,2023.0,"Animation, Family, Adventure, Fantasy, Comedy, Action, Drama, Sci-Fi",Fairy Tale,2020
32085,Vincent,1982-10-01,7.9,1.155,1982.0,"Animation, Fantasy",Fantasy Epic,1980
10191,How to Train Your Dragon,2010-03-18,7.9,15.2468,2010.0,"Fantasy, Adventure, Animation, Family",Fairy Tale,2010
33320,Millennium Actress,2002-09-14,7.8,4.0789,2002.0,"Drama, Animation, Romance, Fantasy",Fantasy Epic,2000
2062,Ratatouille,2007-06-28,7.8,19.0488,2007.0,"Animation, Comedy, Family, Fantasy",Fairy Tale,2000
178682,The Wizards Return: Alex vs. Alex,2013-06-01,7.8,5.899,2013.0,"Family, Comedy, Fantasy",Fantasy Epic,2010
16859,Kiki's Delivery Service,1989-07-29,7.8,14.2182,1989.0,"Animation, Family, Fantasy",Fairy Tale,1980
445030,No Game No Life: Zero,2017-07-15,7.8,4.6068,2017.0,"Adventure, Animation, Drama, Fantasy, Romance",Fantasy Epic,2010
9479,The Nightmare Before Christmas,1993-10-09,7.8,11.4921,1993.0,"Fantasy, Animation, Family",Fairy Tale,1990
550205,Wish Dragon,2021-01-15,7.8,9.1801,2021.0,"Animation, Family, Comedy, Fantasy, Romance, Adventure",Fairy Tale,2020
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,7.8,21.8846,2003.0,"Adventure, Fantasy, Action",Sword and Sorcery,2000
83564,La luna,2012-02-10,7.8,1.9541,2012.0,"Animation, Family, Fantasy",Fairy Tale,2010
762,Monty Python and the Holy Grail,1975-04-03,7.8,8.8972,1975.0,"Adventure, Comedy, Fantasy",Fantasy Epic,1970
527774,Raya and the Last Dragon,2021-03-03,7.8,11.9174,2021.0,"Animation, Family, Fantasy, Adventure, Action",Fairy Tale,2020
674,Harry Potter and the Goblet of Fire,2005-11-16,7.8,22.2917,2005.0,"Adventure, Fantasy",Fantasy Epic,2000
11621,Porco Rosso,1992-07-18,7.8,6.2632,1992.0,"Animation, Adventure, Fantasy",Fantasy Epic,1990
568012,One Piece: Stampede,2019-01-03,7.8,3.6796,2019.0,"Animation, Action, Adventure, Fantasy",Sword and Sorcery,2010
5961,Fanny and Alexander,1982-12-17,7.8,2.4205,1982.0,"Fantasy, Drama",Fantasy Epic,1980
508943,Luca,2021-06-17,7.8,12.9166,2021.0,"Animation, Family, Fantasy, Comedy, Drama",Fairy Tale,2020
14069,The Girl Who Leapt Through Time,2006-07-15,7.8,5.517,2006.0,"Fantasy, Animation, Drama, Sci-Fi",Fantasy Epic,2000
14282,Ninja Scroll,1993-06-05,7.8,5.2959,1993.0,"Fantasy, Animation, Action",Sword and Sorcery,1990
141,Donnie Darko,2001-01-19,7.8,11.9113,2001.0,"Fantasy, Drama",Fantasy Epic,2000
1417,Pan's Labyrinth,2006-10-11,7.8,10.1551,2006.0,"Fantasy, Drama",Fantasy Epic,2000
144,Wings of Desire,1987-09-23,7.8,4.0734,1987.0,"Drama, Fantasy, Romance",Fantasy Epic,1980
808,Shrek,2001-05-18,7.8,26.3255,2001.0,"Animation, Comedy, Fantasy, Adventure, Family",Fairy Tale,2000
28162,A Matter of Life and Death,1946-12-15,7.8,5.364,1946.0,"Romance, Fantasy, Drama, Comedy",Fantasy Epic,1940
587,Big Fish,2003-12-10,7.8,10.6322,2003.0,"Adventure, Fantasy, Drama",Fantasy Epic,2000
12429,Ponyo,2008-07-19,7.8,9.0078,2008.0,"Animation, Fantasy, Family",Fairy Tale,2000
24480,Partly Cloudy,2009-05-28,7.8,2.1925,2009.0,"Animation, Family, Comedy, Fantasy",Fairy Tale,2000
15265,The Red Balloon,1956-08-24,7.7,2.0149,1956.0,"Comedy, Drama, Family, Fantasy",Fantasy Epic,1950
12516,Dreams,1990-05-11,7.7,3.3593,1990.0,"Fantasy, Drama",Fantasy Epic,1990
12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,7.7,21.4935,2010.0,"Adventure, Fantasy",Fantasy Epic,2010
27670,Nothing Left to Do But Cry,1984-12-20,7.7,1.0922,1984.0,"Comedy, Fantasy",Fantasy Epic,1980
585511,Luck,2022-08-05,7.7,13.383,2022.0,"Animation, Adventure, Comedy, Fantasy, Family",Fairy Tale,2020
10020,Beauty and the Beast,1991-10-22,7.7,15.3992,1991.0,"Romance, Family, Animation, Fantasy",Fairy Tale,1990
30959,Kwaidan,1965-01-06,7.7,4.5497,1965.0,"Horror, Fantasy, Drama",Dark Fantasy,1960
15916,Angel's Egg,1985-12-22,7.7,4.012,1985.0,"Animation, Fantasy",Fantasy Epic,1980
162,Edward Scissorhands,1990-12-07,7.7,13.1997,1990.0,"Fantasy, Drama, Romance",Fantasy Epic,1990
672,Harry Potter and the Chamber of Secrets,2002-11-13,7.7,22.3922,2002.0,"Adventure, Fantasy",Fantasy Epic,2000
843241,The Seven Deadly Sins: Cursed by Light,2021-07-02,7.7,3.8143,2021.0,"Animation, Fantasy",Fantasy Epic,2020
573699,White Snake,2019-01-11,7.7,3.3391,2019.0,"Romance, Animation, Fantasy",Fantasy Epic,2010
221732,Rurouni Kenshin Part III: The Legend Ends,2014-09-13,7.7,3.5175,2014.0,"Action, Adventure, Fantasy",Sword and Sorcery,2010
2493,The Princess Bride,1987-09-25,7.7,12.4901,1987.0,"Adventure, Family, Fantasy, Comedy, Romance",Fantasy Epic,1980
486589,Red Shoes and the Seven Dwarfs,2019-07-25,7.7,4.1977,2019.0,"Animation, Fantasy, Family, Comedy, Romance, Adventure",Fairy Tale,2010
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,7.7,137.2521,2025.0,"Animation, Action, Fantasy",Sword and Sorcery,2020
767,Harry Potter and the Half-Blood Prince,2009-07-15,7.7,21.2185,2009.0,"Adventure, Fantasy",Fantasy Epic,2000
82702,How to Train Your Dragon 2,2014-06-05,7.7,12.3611,2014.0,"Fantasy, Action, Adventure, Animation, Family",Fairy Tale,2010
539517,Constantine: City of Demons - The Movie,2018-10-04,7.7,6.4698,2018.0,"Fantasy, Animation, Horror, Action",Dark Fantasy,2010
11787,Harvey,1950-12-04,7.7,5.1248,1950.0,"Comedy, Fantasy",Fantasy Epic,1950
506574,Descendants 3,2019-08-02,7.7,8.002,2019.0,"Family, Adventure, Fantasy",Fantasy Epic,2010
675,Harry Potter and the Order of the Phoenix,2007-07-08,7.7,20.7572,2007.0,"Adventure, Fantasy",Fantasy Epic,2000
51739,The Secret World of Arrietty,2010-07-16,7.7,6.484,2010.0,"Fantasy, Animation, Family",Fairy Tale,2010
413594,Sword Art Online the Movie: Ordinal Scale,2017-02-18,7.7,4.6986,2017.0,"Animation, Action, Adventure, Fantasy, Sci-Fi",Sword and Sorcery,2010
15999,Vampire Hunter D: Bloodlust,2001-04-21,7.7,5.3415,2001.0,"Animation, Fantasy, Horror, Action, Adventure, Sci-Fi",Dark Fantasy,2000
653,Nosferatu,1922-02-16,7.7,5.2907,1922.0,"Horror, Fantasy",Dark Fantasy,1920
812,Aladdin,1992-11-25,7.7,18.4316,1992.0,"Animation, Family, Adventure, Fantasy, Romance",Fairy Tale,1990
1062722,Frankenstein,2025-10-17,7.6,28.6261,2025.0,"Drama, Fantasy, Horror",Dark Fantasy,2020
508439,Onward,2020-02-29,7.6,8.6222,2020.0,"Animation, Family, Fantasy, Adventure, Comedy",Fairy Tale,2020
381289,A Dog's Purpose,2017-01-19,7.6,7.8182,2017.0,"Adventure, Comedy, Fantasy, Family, Drama",Fantasy Epic,2010
137,Groundhog Day,1993-02-11,7.6,8.8606,1993.0,"Romance, Fantasy, Comedy",Fantasy Epic,1990
14784,The Fall,2006-09-09,7.6,7.2387,2006.0,"Adventure, Fantasy, Drama",Fantasy Epic,2000
20123,Time of the Gypsies,1988-12-21,7.6,1.3779,1988.0,"Drama, Comedy, Crime, Fantasy",Fantasy Epic,1980
309809,The Little Prince,2015-07-29,7.6,7.0039,2015.0,"Adventure, Animation, Fantasy, Family",Fairy Tale,2010
19101,A Little Princess,1995-05-10,7.6,5.848,1995.0,"Drama, Family, Fantasy",Fantasy Epic,1990
9444,Anastasia,1997-11-20,7.6,8.4443,1997.0,"Animation, Family, Fantasy, Adventure",Fairy Tale,1990
4922,The Curious Case of Benjamin Button,2008-12-25,7.6,11.002,2008.0,"Drama, Fantasy, Romance",Fantasy Epic,2000
496450,"Miraculous: Ladybug & Cat Noir, The Movie",2023-07-05,7.6,8.2619,2023.0,"Animation, Fantasy, Action, Romance, Family",Fairy Tale,2020
244,King Kong,1933-04-07,7.6,7.1054,1933.0,"Adventure, Fantasy, Horror",Dark Fantasy,1930
841755,Mortal Kombat Legends: Battle of the Realms,2021-08-30,7.6,7.1269,2021.0,"Animation, Action, Fantasy",Sword and Sorcery,2020
502356,The Super Mario Bros. Movie,2023-04-05,7.6,171.9317,2023.0,"Family, Comedy, Adventure, Fantasy, Animation",Fairy Tale,2020
3933,Corpse Bride,2005-09-12,7.6,12.5734,2005.0,"Romance, Fantasy, Animation",Fantasy Epic,2000
630,The Wizard of Oz,1939-08-15,7.6,15.3094,1939.0,"Adventure, Fantasy, Family",Fantasy Epic,1930
27040,Meshes of the Afternoon,1943-01-01,7.6,0.9214,1943.0,Fantasy,Fantasy Epic,1940
976573,Elemental,2023-06-14,7.6,13.9801,2023.0,"Animation, Family, Romance, Fantasy, Comedy",Fairy Tale,2020
57158,The Hobbit: The Desolation of Smaug,2013-12-11,7.6,14.7511,2013.0,"Fantasy, Adventure, Action",Sword and Sorcery,2010
568124,Encanto,2021-10-13,7.6,13.8875,2021.0,"Animation, Comedy, Family, Fantasy",Fairy Tale,2020
221731,Rurouni Kenshin Part II: Kyoto Inferno,2014-08-01,7.6,5.4391,2014.0,"Action, Adventure, Drama, Fantasy",Sword and Sorcery,2010
39323,Dragon Ball Z: Bardock - The Father of Goku,1990-10-17,7.6,4.8966,1990.0,"Animation, Action, Sci-Fi, Drama, Fantasy",Sword and Sorcery,1990
9016,Treasure Planet,2002-11-26,7.6,10.3533,2002.0,"Sci-Fi, Adventure, Animation, Family, Fantasy",Fairy Tale,2000
11688,The Emperor's New Groove,2000-12-15,7.6,16.9188,2000.0,"Adventure, Animation, Comedy, Family, Fantasy",Fairy Tale,2000
514754,Bao,2018-06-15,7.6,2.0431,2018.0,"Animation, Family, Fantasy, Drama, Comedy",Fairy Tale,2010
765,Evil Dead II,1987-03-13,7.5,8.3284,1987.0,"Horror, Comedy, Fantasy",Dark Fantasy,1980
433,Mary Poppins,1964-12-17,7.5,9.9055,1964.0,"Comedy, Family, Fantasy",Fantasy Epic,1960
433471,Lou,2017-06-16,7.5,3.7645,2017.0,"Family, Fantasy, Animation, Comedy",Fairy Tale,2010
856,Who Framed Roger Rabbit,1988-06-22,7.5,10.7234,1988.0,"Fantasy, Animation, Comedy, Crime",Fantasy Epic,1980
556901,Teen Titans Go! vs. Teen Titans,2019-07-21,7.5,5.0334,2019.0,"Action, Animation, Comedy, Family, Fantasy, Sci-Fi",Fairy Tale,2010
507569,The Seven Deadly Sins: Prisoners of the Sky,2018-08-18,7.5,0.8761,2018.0,"Action, Adventure, Fantasy, Animation",Sword and Sorcery,2010
228326,The Book of Life,2014-10-01,7.5,8.1636,2014.0,"Animation, Adventure, Comedy, Family, Fantasy",Fairy Tale,2010
127533,Rurouni Kenshin Part I: Origins,2012-08-25,7.5,5.2177,2012.0,"Adventure, Action, Fantasy",Sword and Sorcery,2010
73456,Barbie: Princess Charm School,2011-08-11,7.5,7.4066,2011.0,"Family, Animation, Fantasy",Fairy Tale,2010
16633,Somewhere in Time,1980-10-02,7.5,6.0733,1980.0,"Drama, Fantasy, Romance",Fantasy Epic,1980
9495,The Crow,1994-05-11,7.5,8.7016,1994.0,"Fantasy, Action, Thriller",Dark Fantasy,1990
59436,Midnight in Paris,2011-05-11,7.5,7.4795,2011.0,"Fantasy, Comedy, Romance",Fantasy Epic,2010
601,E.T. the Extra-Terrestrial,1982-06-11,7.5,13.1138,1982.0,"Sci-Fi, Adventure, Family, Fantasy",Fantasy Epic,1980
648,Beauty and the Beast,1946-10-29,7.5,2.2847,1946.0,"Drama, Fantasy, Romance",Fantasy Epic,1940
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,7.5,11.8932,2021.0,"Action, Adventure, Fantasy",Sword and Sorcery,2020
620,Ghostbusters,1984-06-08,7.5,12.2757,1984.0,"Comedy, Fantasy",Fantasy Epic,1980
176983,One Piece Film: Z,2012-12-15,7.5,4.9406,2012.0,"Animation, Fantasy, Action, Adventure",Sword and Sorcery,2010
1600,The Double Life of Véronique,1991-05-15,7.5,2.9132,1991.0,"Drama, Fantasy",Fantasy Epic,1990
586940,I Lost My Body,2019-11-06,7.5,1.556,2019.0,"Animation, Drama, Fantasy",Fantasy Epic,2010
11970,Hercules,1997-06-13,7.5,13.5058,1997.0,"Animation, Family, Fantasy, Adventure, Comedy, Romance",Fairy Tale,1990
9470,Kung Fu Hustle,2004-02-10,7.5,13.0226,2004.0,"Action, Comedy, Crime, Fantasy",Sword and Sorcery,2000
252,Willy Wonka & the Chocolate Factory,1971-06-29,7.5,8.2717,1971.0,"Family, Fantasy, Comedy",Fantasy Epic,1970
599521,Z-O-M-B-I-E-S 2,2020-06-13,7.5,5.2635,2020.0,"Fantasy, Romance",Fantasy Epic,2020
503919,The Lighthouse,2019-10-18,7.5,9.0097,2019.0,"Drama, Fantasy, Thriller",Dark Fantasy,2010
9081,Waking Life,2001-10-19,7.5,5.7352,2001.0,"Animation, Drama, Fantasy",Fantasy Epic,2000
877703,Teen Wolf: The Movie,2023-01-18,7.5,11.4309,2023.0,"Action, Fantasy",Sword and Sorcery,2020
251516,Kung Fury,2015-05-22,7.5,1.9755,2015.0,"Action, Comedy, Sci-Fi, Fantasy",Sword and Sorcery,2010
13189,A Christmas Carol,1984-10-09,7.5,5.4201,1984.0,"Drama, Fantasy, Family",Fantasy Epic,1980
293863,The Age of Adaline,2015-04-16,7.5,9.3528,2015.0,"Romance, Fantasy, Drama",Fantasy Epic,2010
27327,Phantom of the Paradise,1974-10-31,7.5,5.137,1974.0,"Comedy, Horror, Fantasy",Dark Fantasy,1970
347201,Boruto: Naruto the Movie,2015-08-07,7.5,4.9508,2015.0,"Adventure, Action, Animation, Comedy, Fantasy",Sword and Sorcery,2010
529216,Mirage,2018-11-30,7.5,5.834,2018.0,"Thriller, Drama, Fantasy",Dark Fantasy,2010
42994,Memories,1995-12-23,7.5,4.4454,1995.0,"Fantasy, Animation, Sci-Fi",Fantasy Epic,1990
431580,Abominable,2019-09-19,7.4,6.1888,2019.0,"Family, Animation, Adventure, Comedy, Fantasy",Fairy Tale,2010
11704,The Secret of NIMH,1982-06-17,7.5,6.0017,1982.0,"Family, Animation, Fantasy, Adventure, Drama, Sci-Fi",Fairy Tale,1980
350312,Bāhubali 2: The Conclusion,2017-04-27,7.4,4.2588,2017.0,"Action, Adventure, Fantasy",Sword and Sorcery,2010
529203,The Croods: A New Age,2020-11-25,7.4,7.7959,2020.0,"Animation, Family, Adventure, Fantasy, Comedy",Fairy Tale,2020
337703,The Red Turtle,2016-03-27,7.4,4.9661,2016.0,"Animation, Drama, Fantasy, Family",Fairy Tale,2010
36685,The Rocky Horror Picture Show,1975-08-14,7.4,4.5474,1975.0,"Comedy, Sci-Fi, Fantasy, Horror",Dark Fantasy,1970
10437,The Muppet Christmas Carol,1992-12-11,7.4,5.5864,1992.0,"Comedy, Family, Fantasy, Drama",Fantasy Epic,1990
666243,The Witcher: Nightmare of the Wolf,2021-08-22,7.4,5.9488,2021.0,"Animation, Action, Fantasy",Sword and Sorcery,2020
11236,The Secret Garden,1993-08-13,7.4,5.6845,1993.0,"Drama, Family, Fantasy",Fantasy Epic,1990
137106,The Lego Movie,2014-02-06,7.4,10.967,2014.0,"Animation, Family, Adventure, Comedy, Fantasy",Fairy Tale,2010
284052,Doctor Strange,2016-10-25,7.4,13.4612,2016.0,"Fantasy, Adventure, Action",Sword and Sorcery,2010
492,Being John Malkovich,1999-10-29,7.4,7.3552,1999.0,"Comedy, Drama, Fantasy",Fantasy Epic,1990
76589,Justice League: Doom,2012-02-28,7.4,5.9404,2012.0,"Action, Animation, Sci-Fi, Fantasy",Sword and Sorcery,2010
508883,The Boy and the Heron,2023-07-14,7.4,13.3741,2023.0,"Animation, Fantasy, Drama",Fantasy Epic,2020
20982,Naruto Shippuden the Movie,2007-08-04,7.4,4.6944,2007.0,"Animation, Action, Fantasy",Sword and Sorcery,2000
994108,All of Us Strangers,2023-12-22,7.4,6.9006,2023.0,"Romance, Drama, Fantasy",Fantasy Epic,2020
481432,Happy as Lazzaro,2018-05-31,7.4,2.7293,2018.0,"Drama, Fantasy",Fantasy Epic,2010
13382,Rudolph the Red-Nosed Reindeer,1964-12-06,7.4,5.0787,1964.0,"Animation, Family, Adventure, Fantasy",Fairy Tale,1960
487670,The Death of Superman,2018-07-24,7.4,6.0832,2018.0,"Sci-Fi, Animation, Action, Drama, Fantasy",Sword and Sorcery,2010
26963,The Secret of Kells,2009-02-09,7.4,4.4386,2009.0,"Animation, Family, Fantasy",Fairy Tale,2000
20558,Scooby-Doo! in Where's My Mummy?,2005-05-13,7.4,4.592,2005.0,"Animation, Family, Adventure, Comedy, Fantasy",Fairy Tale,2000
10849,The Purple Rose of Cairo,1985-03-01,7.4,5.101,1985.0,"Fantasy, Comedy, Romance",Fantasy Epic,1980
628,Interview with the Vampire,1994-11-11,7.4,10.3466,1994.0,"Horror, Drama, Fantasy",Dark Fantasy,1990
265712,Stand by Me Doraemon,2014-08-08,7.4,4.8901,2014.0,"Animation, Adventure, Sci-Fi, Drama, Family, Fantasy",Fairy Tale,2010
876716,Ciao Alberto,2021-11-11,7.4,2.2443,2021.0,"Animation, Comedy, Family, Fantasy",Fairy Tale,2020
20312,Interstate 60,2002-04-13,7.4,5.7562,2002.0,"Adventure, Fantasy, Drama",Fantasy Epic,2000
17681,Scooby-Doo! and the Witch's Ghost,1999-10-05,7.4,4.778,1999.0,"Comedy, Family, Fantasy, Animation",Fairy Tale,1990
271706,Big Fish & Begonia,2016-07-08,7.4,1.938,2016.0,"Animation, Adventure, Fantasy",Fantasy Epic,2010
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,7.4,21.8297,2006.0,"Adventure, Fantasy, Action",Sword and Sorcery,2000
83533,Avatar: Fire and Ash,2025-12-17,7.4,329.658,2025.0,"Sci-Fi, Adventure, Fantasy",Fantasy Epic,2020
81188,Rise of the Guardians,2012-11-21,7.4,11.6876,2012.0,"Animation, Family, Fantasy, Action, Adventure",Fairy Tale,2010
2899,Asterix & Obelix: Mission Cleopatra,2002-01-30,7.4,6.6021,2002.0,"Family, Fantasy, Comedy, Adventure",Fantasy Epic,2000
36728,Naruto Shippuden the Movie: The Will of Fire,2009-08-01,7.4,5.1988,2009.0,"Action, Adventure, Comedy, Drama, Fantasy, Animation",Sword and Sorcery,2000
49051,The Hobbit: An Unexpected Journey,2012-12-12,7.4,18.1548,2012.0,"Adventure, Fantasy, Action",Sword and Sorcery,2010
4011,Beetlejuice,1988-03-30,7.4,10.8504,1988.0,"Fantasy, Comedy",Fantasy Epic,1980
1427,Perfume: The Story of a Murderer,2006-09-13,7.4,10.8292,2006.0,"Crime, Fantasy, Drama",Fantasy Epic,2000
876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022-11-25,7.4,5.8594,2022.0,"Animation, Fantasy, Adventure",Fantasy Epic,2020
